diamond_id,shape,size,color,clarity,cut,symmetry,polish,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,girdle_condition,culet_size,fluor_color,fluor_intensity,has_cert_file,lab,has_video,eye_clean,has_image_file,has_sarineloupe,ratio,is_bgm,shade,milky,Total_Price
161987709,Round,0.1,K,SI2,Very Good,Good,Very Good,62.9,57.8,2.95,2.97,1.86,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,77.7
165402014,Round,0.1,K,VS1,Fair,Fair,Very Good,59.7,57,3.14,3.14,0,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,81.4
166911262,Round,0.18,E,I2,Very Good,Very Good,Very Good,59.4,60.63,3.65,3.7,2.18,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,81.4
164883898,Pear,0.1,J,I1,,Very Good,Very Good,64.4,64.4,3.79,2.53,1.63,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.498,TRUE,None,None,83.25
164318465,Pear,0.1,D,I2,Excellent,Excellent,Excellent,58.7,57.6,4.03,2.62,1.54,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.538,TRUE,None,None,83.25
164316497,Pear,0.1,F,I2,Fair,Excellent,Excellent,64.7,55.2,3.82,2.52,1.63,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.516,TRUE,None,None,83.25
164914706,Round,0.1,E,I1,Good,Good,Very Good,62.8,60.7,2.9,2.94,1.83,,,,N,,Faint,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,85.1
164914634,Round,0.1,G,I1,Very Good,Good,Very Good,61.1,63.8,2.94,2.98,1.81,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,85.1
165401866,Round,0.1,D,I1,Good,Good,Very Good,65,55.9,2.83,2.88,1.85,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,85.1
165401892,Round,0.1,E,I1,Fair,Good,Very Good,63.9,57.8,3.12,3.12,0,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,85.1
164883547,Round,0.1,E,I1,Good,Very Good,Very Good,59.9,60.6,2.98,3.02,1.8,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,85.1
164914672,Round,0.11,L,VVS2,Good,Very Good,Very Good,59.7,61.7,3.04,3.06,1.82,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,86.95
162097454,Round,0.11,K,VVS2,Good,Fair,Very Good,62.5,58.51,3.04,3.05,1.9,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,86.95
164883162,Round,0.11,K,VS2,Excellent,Good,Very Good,61.3,56.6,3.02,3.04,1.85,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,88.8
164883109,Pear,0.1,G,I1,,Very Good,Very Good,57.2,62.9,4.29,2.64,1.51,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.625,TRUE,None,None,88.8
166451868,Pear,0.1,F,I1,Fair,Very Good,Very Good,64.7,62.3,4.04,2.52,1.63,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.603,TRUE,None,None,88.8
167266673,Pear,0.1,H,SI3,Very Good,Very Good,Very Good,65.5,51.8,3.98,2.52,1.65,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.579,TRUE,None,None,88.8
164317101,Pear,0.1,H,I1,Fair,Excellent,Excellent,61.8,64.2,4.2,2.54,1.57,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.654,TRUE,None,None,88.8
164317432,Pear,0.1,E,I1,Excellent,Excellent,Excellent,61.8,62.6,4.06,2.59,1.6,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.568,TRUE,None,None,88.8
163508289,Pear,0.1,G,I1,,Very Good,Very Good,64.9,63.9,3.83,2.54,1.65,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.508,TRUE,None,None,88.8
164317576,Pear,0.1,F,I1,Excellent,Excellent,Excellent,65.4,58.8,4.03,2.42,1.58,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.665,TRUE,None,None,88.8
164285761,Round,0.11,G,I1,Fair,Very Good,Very Good,60.8,59.8,3.11,3.14,1.89,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,94.35
164884204,Round,0.11,G,I1,Good,Good,Very Good,63.5,54.9,3.01,3.07,1.92,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,94.35
165402105,Round,0.11,D,I1,Good,Very Good,Very Good,61.1,59.1,3.03,3.06,1.86,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,94.35
165402188,Round,0.11,H,I2,Fair,Good,Very Good,64.1,57,2.77,2.77,0,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,94.35
165402322,Round,0.11,D,I2,Excellent,Fair,Very Good,59,62.2,3.08,3.09,1.82,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,94.35
164883677,Round,0.11,E,I1,Very Good,Very Good,Very Good,61.5,59.5,3.08,3.1,1.9,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,94.35
165401692,Round,0.11,D,I3,Good,Fair,Very Good,59,59,3.31,3.31,0,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,94.35
162754207,Pear,0.11,K,SI3,,Very Good,Very Good,62.8,60.7,4.2,2.63,1.65,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.597,TRUE,None,None,94.35
164517513,Round,0.11,D,I1,Fair,Fair,Very Good,62.5,54.6,3.04,3.07,1.9,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,94.35
165401862,Round,0.11,G,I2,Fair,Fair,Very Good,64.2,57,3.17,3.17,0,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,94.35
164883582,Round,0.12,L,SI2,Very Good,Very Good,Very Good,61.7,60.1,3.17,3.21,1.97,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,94.35
162506503,Marquise,0.1,F,I1,Fair,Very Good,Very Good,34.2,70,5.29,2.42,1.31,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,2.186,TRUE,None,None,96.2
164883296,Pear,0.11,G,I1,,Very Good,Very Good,61.5,65.6,4.38,2.62,1.61,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.672,TRUE,None,None,98.05
164318216,Pear,0.11,D,I1,Fair,Excellent,Excellent,64.4,56.1,4.01,2.64,1.7,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.519,TRUE,None,None,98.05
164317070,Pear,0.11,D,I1,Excellent,Excellent,Excellent,61.6,59.3,4.2,2.52,1.55,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.667,TRUE,None,None,98.05
164020247,Marquise,0.1,E,I1,,Very Good,Very Good,65.3,65.3,4.48,2.42,1.58,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.851,TRUE,None,None,98.05
164020244,Marquise,0.1,H,I1,,Very Good,Very Good,63,65.4,4.49,2.46,1.55,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.825,TRUE,None,None,98.05
162336777,Pear,0.11,E,I1,,Very Good,Very Good,66,55.1,4.18,2.65,1.75,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.577,TRUE,None,None,98.05
164036906,Pear,0.11,E,I1,,Very Good,Very Good,64.9,58.4,4.09,2.68,0,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.526,TRUE,None,None,98.05
164318056,Pear,0.11,I,I1,Excellent,Excellent,Excellent,62,60.3,4.12,2.66,1.65,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.549,TRUE,None,None,98.05
164914691,Round,0.12,E,I1,Good,Very Good,Very Good,58.6,65.1,3.22,3.24,1.89,,,,N,,Faint,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,103.6
165402159,Round,0.12,F,I1,Excellent,Very Good,Very Good,62.5,59,3.13,3.13,0,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,103.6
164883511,Round,0.12,G,I1,Very Good,Good,Very Good,61.8,62.1,3.19,3.22,1.98,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,103.6
164285730,Round,0.12,G,I1,Fair,Good,Very Good,61.7,59.4,3.13,3.16,1.93,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,103.6
165402116,Round,0.12,D,I1,Excellent,Fair,Very Good,60.5,54.5,3.17,3.19,1.92,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,103.6
165401837,Round,0.12,D,I3,Good,Good,Very Good,62.1,59.9,3.15,3.18,1.96,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,103.6
167266732,Marquise,0.11,G,I2,Very Good,Very Good,Very Good,65.9,60.2,4.67,2.46,1.62,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.898,TRUE,None,None,105.45
163508212,Marquise,0.1,D,I2,,Very Good,Very Good,59.2,67.7,4.99,2.38,1.41,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,2.097,TRUE,None,None,105.45
164316388,Pear,0.12,D,I1,Fair,Excellent,Excellent,59.7,56.5,4.24,2.83,1.69,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.498,TRUE,None,None,107.3
163508345,Pear,0.12,D,I1,,Very Good,Very Good,61.8,59.6,4.26,2.67,1.65,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.596,TRUE,None,None,107.3
164317026,Pear,0.12,D,I1,Excellent,Excellent,Excellent,66.4,60.7,4.32,2.62,1.74,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.649,TRUE,None,None,107.3
163508196,Pear,0.12,I,I1,,Very Good,Very Good,62.8,63.5,4.29,2.77,1.74,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.549,TRUE,None,None,107.3
164317893,Pear,0.12,E,I1,Fair,Excellent,Excellent,59.8,59.4,4.24,2.81,1.68,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.509,TRUE,None,None,107.3
164316709,Pear,0.12,J,I1,Fair,Excellent,Excellent,56.4,63.5,4.4,2.82,1.59,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.56,TRUE,None,None,107.3
164317659,Pear,0.12,D,I1,Fair,Excellent,Excellent,59.9,56.3,4.43,2.72,1.63,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.629,TRUE,None,None,107.3
163508393,Pear,0.12,G,I1,,Very Good,Very Good,60.3,65.4,4.05,2.72,1.64,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.489,TRUE,None,None,107.3
164036893,Pear,0.12,F,I1,,Very Good,Very Good,65.9,61.5,4.16,2.73,1.8,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.524,TRUE,Unknown,None,107.3
164316537,Pear,0.12,D,I1,Fair,Excellent,Excellent,59.4,62,4.46,2.66,1.58,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.677,TRUE,None,None,107.3
166451770,Marquise,0.11,D,I1,Fair,Very Good,Very Good,64.6,66.3,4.65,2.46,1.59,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.89,TRUE,None,None,107.3
164036850,Pear,0.1,K,SI2,,Very Good,Very Good,60.9,63.2,4.12,2.53,1.54,,,,N,,Medium,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.628,TRUE,None,None,111
164285768,Round,0.13,G,I1,Excellent,Fair,Very Good,61.8,56.6,3.25,3.27,2.01,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,111
162097581,Round,0.13,I,I1,Good,Good,Very Good,59,64.8,3.27,3.29,1.93,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,111
164883046,Round,0.13,G,I2,Very Good,Very Good,Very Good,61.8,60.8,3.22,3.25,2,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,111
165402098,Round,0.13,G,I2,Fair,Fair,Very Good,64.4,57,3.34,3.34,0,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,111
162779044,Round,0.13,E,I1,Good,Good,Very Good,61.4,59.28,3.2,3.22,1.98,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,111
161987690,Round,0.13,G,I1,Very Good,Fair,Very Good,62.7,59.6,3.25,3.27,2.04,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,111
165402182,Pear,0.11,G,I1,,Very Good,Very Good,60,62,4.31,2.74,0,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.573,TRUE,None,None,111
165401864,Marquise,0.1,E,I1,,Very Good,Very Good,57.4,65.3,5.03,2.42,1.39,,,,N,,Faint,FALSE,NONE,TRUE,Yes,FALSE,FALSE,2.079,TRUE,None,None,111
164883939,Marquise,0.1,M,VS2,,Very Good,Very Good,61.2,65.2,4.64,2.5,1.53,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.856,TRUE,None,None,114.7
164036900,Pear,0.13,I,I1,,Very Good,Very Good,61.7,65.4,4.57,2.69,1.66,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.699,TRUE,None,None,116.55
164316310,Pear,0.13,E,I1,Excellent,Very Good,Very Good,68,61.8,4.3,2.66,1.81,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.617,TRUE,None,None,116.55
167266713,Pear,0.1,H,SI1,Very Good,Very Good,Very Good,66.2,54.7,4.09,2.56,1.69,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.598,TRUE,None,None,116.55
162336563,Pear,0.13,F,I1,,Very Good,Very Good,60.7,60.6,4.34,2.75,1.67,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.578,TRUE,None,None,116.55
164316055,Pear,0.13,D,I1,Fair,Excellent,Excellent,64.4,60.4,4.23,2.78,1.79,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.522,TRUE,None,None,116.55
163508177,Pear,0.13,H,I1,,Very Good,Very Good,62.9,65.1,4.31,2.75,1.73,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.567,TRUE,None,None,116.55
167266640,Marquise,0.11,E,I1,Very Good,Very Good,Very Good,73.2,56.3,4.53,2.37,1.73,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.911,TRUE,None,None,116.55
164744090,Pear,0.14,K,VS1,,Very Good,Very Good,62.9,58,4.64,2.94,0,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.578,TRUE,None,None,116.55
167266823,Pear,0.1,G,SI1,Very Good,Very Good,Very Good,65.7,63.3,4.05,2.45,1.61,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.653,TRUE,None,None,116.55
167266562,Pear,0.1,I,SI1,Very Good,Very Good,Very Good,58,60.5,3.9,2.63,1.53,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.483,TRUE,None,None,116.55
167456278,Round,0.18,L,I1,Excellent,Good,Very Good,60.9,57,3.59,3.64,2.2,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,118.4
167456243,Round,0.18,K,I2,Excellent,Very Good,Very Good,60.8,63,3.58,3.62,2.19,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,118.4
163508148,Marquise,0.1,L,VVS2,,Very Good,Very Good,58.8,56.3,4.49,2.45,1.44,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.833,TRUE,None,None,118.4
164872676,Round,0.2,D,I3,Very Good,Very Good,Very Good,63.6,55.96,3.64,3.66,2.32,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,120.25
165750382,Pear,0.1,D,SI1,Fair,Excellent,Excellent,61.9,60.7,3.87,2.57,1.59,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.506,TRUE,None,None,122.1
167266701,Pear,0.1,I,VS2,Very Good,Very Good,Very Good,58.3,60.6,4.27,2.58,1.5,,,,N,,Medium,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.655,TRUE,None,None,122.1
165402074,Marquise,0.11,E,I1,,Very Good,Very Good,64.9,61.8,4.69,2.52,0,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.861,TRUE,None,None,122.1
165401771,Marquise,0.11,G,I1,,Very Good,Very Good,57.2,59.2,5.27,2.5,1.43,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,2.108,TRUE,None,None,122.1
167266998,Pear,0.1,I,VS2,Very Good,Very Good,Very Good,61.9,67.7,4,2.6,1.61,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.538,TRUE,None,None,122.1
166451832,Pear,0.1,E,VS2,Fair,Very Good,Very Good,67.1,61.1,3.79,2.52,1.69,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.504,TRUE,None,None,122.1
165402295,Marquise,0.15,M,VS1,,Very Good,Very Good,60.1,56,5.53,3.02,0,,,,N,,Faint,FALSE,NONE,TRUE,Yes,FALSE,FALSE,1.831,TRUE,None,None,122.1
167266600,Pear,0.1,D,VS1,Fair,Excellent,Excellent,61,61,3.94,2.54,1.55,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.551,TRUE,None,None,122.1
161786572,Marquise,0.13,G,I1,,Very Good,Very Good,67.3,64.6,4.79,2.57,1.73,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.864,TRUE,None,None,125.8
163012368,Emerald,0.1,E,SI1,Very Good,Very Good,Very Good,63.5,64,3.13,2.33,1.48,,,,,,None,FALSE,IGI,TRUE,Yes,TRUE,FALSE,1.343,TRUE,None,None,125.8
164883328,Marquise,0.11,G,I1,,Very Good,Very Good,62.7,64.8,4.95,2.36,1.48,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,2.097,TRUE,None,None,125.8
164023256,Marquise,0.11,D,I2,,Very Good,Very Good,65.2,63.5,4.82,2.44,1.59,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.975,TRUE,None,None,125.8
162506517,Marquise,0.13,F,I1,Very Good,Very Good,Very Good,61.5,63.4,4.9,2.64,1.62,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.856,TRUE,None,None,125.8
162336626,Marquise,0.12,E,I1,,Very Good,Very Good,58.7,58.3,5.26,2.49,1.46,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,2.112,TRUE,None,None,125.8
164471217,Marquise,0.11,K,VVS1,,Excellent,Excellent,55.6,57.2,5.35,2.56,1.42,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,2.09,TRUE,None,None,125.8
167267043,Pear,0.1,G,VVS2,Fair,Very Good,Very Good,64.1,61.7,3.92,2.56,1.64,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.531,TRUE,None,None,127.65
167266895,Pear,0.1,D,VVS2,Very Good,Very Good,Very Good,66,59.6,4.12,2.49,1.64,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.655,TRUE,None,None,129.5
167266778,Pear,0.1,F,VS2,Very Good,Very Good,Very Good,59.8,64.4,4.18,2.55,1.52,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.639,TRUE,None,None,129.5
167266604,Pear,0.1,E,VVS2,Very Good,Very Good,Very Good,61.9,63.4,4.05,2.46,1.52,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.646,TRUE,None,None,129.5
167456312,Round,0.18,K,I1,Very Good,Good,Very Good,63,59,3.57,3.6,2.26,,,,N,,Faint,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,129.5
164317911,Pear,0.14,D,I1,Fair,Excellent,Excellent,62.8,59.3,4.6,2.85,1.79,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.614,TRUE,None,None,129.5
167266521,Pear,0.1,E,VS2,Very Good,Very Good,Very Good,67.8,59.1,3.94,2.47,1.67,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.595,TRUE,None,None,129.5
162408185,Marquise,0.1,E,VS1,Very Good,Good,Good,64.2,59.4,4.45,2.46,1.58,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,1.809,TRUE,None,None,129.5
165802531,Round,0.14,D,I3,Good,Very Good,Very Good,62.8,57.9,3.27,3.3,2.06,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,133.2
167266761,Pear,0.11,F,SI2,Fair,Very Good,Very Good,64.3,64.7,4.22,2.52,1.62,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.675,TRUE,None,None,133.2
167521215,Round,0.23,G,I1,Good,Good,Very Good,65.8,60.27,3.76,3.79,2.48,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,133.2
165402140,Round,0.14,D,I2,Very Good,Good,Very Good,58.1,61.6,3.37,3.4,1.96,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,133.2
165401895,Round,0.14,F,I2,Excellent,Fair,Very Good,61.3,58,3.34,3.38,2.06,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,133.2
165401877,Round,0.14,D,I2,Very Good,Fair,Very Good,60,61.5,3.32,3.37,2,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,133.2
168010736,Round,0.11,D,SI2,Fair,Fair,Very Good,64.7,63.3,2.89,2.9,1.87,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,136.9
165369285,Pear,0.1,D,VVS2,Fair,Good,Very Good,68.8,61.7,3.82,2.5,1.72,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,1.528,TRUE,None,None,136.9
164315996,Pear,0.15,D,I1,Fair,Excellent,Excellent,63.7,63,4.58,2.89,1.84,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.585,TRUE,None,None,138.75
166451885,Marquise,0.13,G,I1,Fair,Very Good,Very Good,62,56.9,5.29,2.55,1.58,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,2.075,TRUE,None,None,138.75
167456265,Round,0.18,K,I1,Excellent,Good,Very Good,62.2,59,3.57,3.6,2.23,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,138.75
167456320,Round,0.18,G,I2,Very Good,Very Good,Very Good,61.9,60,3.55,3.56,2.2,,,,N,,None,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,138.75
165956473,Marquise,0.1,I,SI1,Very Good,Very Good,Excellent,60.3,57,4.7,2.47,1.49,TK,VTK,,N,,None,FALSE,IGI,TRUE,Yes,TRUE,FALSE,1.903,TRUE,None,None,138.75
164316566,Pear,0.15,I,I2,Fair,Excellent,Excellent,64.4,59.9,4.58,2.84,1.83,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.613,TRUE,None,None,138.75
167456284,Round,0.18,M,I1,Excellent,Very Good,Very Good,63.4,59,3.57,3.59,2.27,,,,N,,Faint,FALSE,GSI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,138.75
165956661,Pear,0.1,G,SI1,Very Good,Very Good,Very Good,66.1,60,4.05,2.51,1.66,TK,VTK,,N,,None,FALSE,IGI,TRUE,Yes,TRUE,FALSE,1.614,TRUE,None,None,138.75
164318075,Pear,0.15,D,I1,Fair,Excellent,Excellent,58.7,67.7,4.52,3.03,1.78,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.492,TRUE,None,None,138.75
164872732,Round,0.23,G,I3,Good,Good,Very Good,64,58.48,3.77,3.84,2.44,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,138.75
164318134,Pear,0.15,D,I1,Excellent,Excellent,Excellent,62.4,63.9,4.86,2.83,1.77,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.717,TRUE,None,None,138.75
165956532,Pear,0.11,G,I1,Very Good,Good,Very Good,59.7,55,4.27,2.63,1.57,STK,TK,,N,,None,FALSE,IGI,TRUE,Yes,TRUE,FALSE,1.624,TRUE,None,None,138.75
167266741,Marquise,0.11,H,SI1,Fair,Very Good,Very Good,67.9,55.3,4.68,2.46,1.67,,,,N,,Faint,FALSE,NONE,TRUE,Yes,TRUE,FALSE,1.902,TRUE,None,None,140.6
167521220,Round,0.23,I,I1,Good,Very Good,Very Good,63.8,56.97,3.83,3.86,2.46,,,,N,,Strong,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,140.6
165402078,Round,0.15,D,I2,Very Good,Fair,Very Good,63.6,59.1,3.3,3.37,2.12,,,,N,,None,FALSE,NONE,TRUE,Yes,FALSE,FALSE,0,TRUE,None,None,140.6
163432641,Round,0.18,G,SI2,Good,Very Good,Very Good,65.9,56,3.52,3.56,2.33,STK,TK,,N,,Very Slight,FALSE,IGI,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,140.6
165402259,Round,0.15,D,I2,Very Good,Good,Very Good,62.2,58.9,3.35,3.38,2.09,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,140.6
165402011,Round,0.15,D,I3,Good,Good,Very Good,62.2,58.6,3.35,3.38,2.09,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,140.6
164914382,Round,0.15,G,I2,Very Good,Very Good,Very Good,59.8,62.5,3.42,3.43,2.05,,,,N,,Strong,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,140.6
166381780,Round,0.15,G,I2,Excellent,Very Good,Very Good,60,58.56,3.47,3.49,2.09,,,,N,,None,FALSE,NONE,TRUE,Yes,TRUE,FALSE,0,TRUE,None,None,140.6
